,PM1.0,PM2.5,PM10,Temperature,Humidity,CO, AQI PM2.5, AQI PM10, AQI CO 
 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-03-31 12:00:00+07:00 , 14.58 , 13.09 , 21.26 , 18.0 , 81.22 , 671.1188350282844 , 0.0 , 0.0 , 0.0
2020-03-31 13:00:00+07:00 , 11.15 , 9.59 , 15.22 , 18.0 , 81.35 , 657.9768768105101 , 0.0 , 0.0 , 0.0
2020-03-31 14:00:00+07:00 , 9.54 , 7.81 , 12.14 , 18.52 , 80.4 , 634.5999594179897 , 0.0 , 0.0 , 0.0
2020-03-31 15:00:00+07:00 , 9.0 , 7.48 , 11.58 , 19.0 , 78.27 , 627.8777228348965 , 0.0 , 0.0 , 0.0
2020-03-31 16:00:00+07:00 , 10.31 , 8.55 , 13.81 , 19.0 , 76.77 , 643.2493607918365 , 0.0 , 0.0 , 0.0
2020-03-31 17:00:00+07:00 , 13.18 , 11.5 , 18.32 , 19.0 , 77.29 , 657.5613729704947 , 0.0 , 0.0 , 0.0
2020-03-31 18:00:00+07:00 , 13.83 , 12.48 , 20.06 , 19.0 , 77.99 , 662.9866569552969 , 0.0 , 0.0 , 0.0
2020-03-31 19:00:00+07:00 , 14.65 , 13.28 , 21.49 , 19.0 , 79.07 , 669.7823902800103 , 0.0 , 0.0 , 0.0
2020-03-31 20:00:00+07:00 , 17.04 , 15.42 , 25.46 , 19.0 , 79.63 , 699.0704467917167 , 0.0 , 0.0 , 0.0
2020-03-31 21:00:00+07:00 , 22.91 , 21.45 , 35.78 , 19.0 , 78.54 , 694.9590987719836 , 0.0 , 0.0 , 0.0
2020-03-31 22:00:00+07:00 , 22.05 , 20.81 , 35.05 , 19.0 , 79.2 , 712.1956780986993 , 0.0 , 0.0 , 0.0
2020-03-31 23:00:00+07:00 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-04-01 00:00:00+07:00 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-04-01 01:00:00+07:00 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-04-01 02:00:00+07:00 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-04-01 03:00:00+07:00 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-04-01 04:00:00+07:00 , 24.14 , 25.96 , 45.61 , 17.69 , 83.17 , 762.109354027988 , 26.556708984375 , 23.30357421875 , 4.723074719629164
2020-04-01 05:00:00+07:00 , 25.0 , 26.23 , 43.87 , 17.66 , 83.38 , 745.0139054067948 , 39.505546875 , 33.584550781249995 , 4.617604178708064
2020-04-01 06:00:00+07:00 , 23.84 , 24.84 , 41.66 , 17.81 , 83.09 , 705.8307665119777 , 44.5897265625 , 37.61982666015625 , 4.372491329390748
2020-04-01 07:00:00+07:00 , 26.1 , 26.97 , 45.72 , 17.75 , 82.77 , 780.0148289563253 , 49.261621093749994 , 41.6672900390625 , 4.8330445457406
2020-04-01 08:00:00+07:00 , 25.21 , 25.64 , 42.7 , 18.27 , 81.27 , 761.2157667029032 , 50.2670458984375 , 42.180537109374995 , 4.708147727647947
2020-04-01 09:00:00+07:00 , 33.43 , 34.14 , 57.43 , 18.91 , 80.06 , 764.7061259057557 , 59.2682861328125 , 49.900450439453124 , 4.719371314281349
2020-04-01 10:00:00+07:00 , 37.48 , 40.22 , 69.43 , 19.18 , 78.86 , 889.9894188235214 , 69.8490625 , 54.8055859375 , 5.487482102511661
2020-04-01 11:00:00+07:00 , 36.41 , 39.39 , 68.07 , 19.69 , 79.76 , 906.6502538562356 , 74.31453124999999 , 56.920292968750005 , 5.5804734900851045
2020-04-01 12:00:00+07:00 , 43.15 , 47.05 , 80.54 , 20.63 , 78.96 , 920.7356642310403 , 84.207265625 , 61.095146484375 , 5.649036739095314
2020-04-01 13:00:00+07:00 , 39.78 , 41.75 , 70.75 , 21.49 , 77.51 , 894.2750260627886 , 83.85363281250001 , 60.735073242187504 , 5.470676785023093
2020-04-01 14:00:00+07:00 , 39.15 , 41.15 , 70.48 , 21.61 , 77.9 , 946.759192326469 , 83.07681640625 , 60.48753662109375 , 5.789387814744518
2020-04-01 15:00:00+07:00 , 59.0 , 65.48 , 115.3 , 21.0 , 77.6 , 1148.724663711525 , 105.84867350260416 , 71.56876831054689 , 7.038964145492179
2020-04-01 16:00:00+07:00 , 63.81 , 71.81 , 125.68 , 20.66 , 78.37 , 1197.59417103538 , 121.09405517578125 , 79.70160034179688 , 7.346910687929644
2020-04-01 17:00:00+07:00 , 95.03 , 105.13 , 185.28 , 20.22 , 79.15 , 1602.6247868487064 , 152.77858189174108 , 98.66812255859375 , 9.84640771038053
2020-04-01 18:00:00+07:00 , 85.63 , 96.71 , 171.5 , 20.0 , 79.51 , 1381.1358740268292 , 157.3549822126116 , 104.70651855468749 , 8.491964450815205
2020-04-01 19:00:00+07:00 , 80.76 , 90.86 , 161.3 , 20.0 , 81.53 , 1466.123652065854 , 157.5537109375 , 105.17546875 , 9.014514913397102
2020-04-01 20:00:00+07:00 , 73.71 , 80.97 , 142.23 , 20.0 , 81.5 , 1343.3869951463416 , 154.12104840959822 , 100.64262817382813 , 8.259864087961983
2020-04-01 21:00:00+07:00 , 76.61 , 82.7 , 145.09 , 19.97 , 81.53 , 1203.3985864570313 , 153.02183314732144 , 99.09030883789063 , 7.399897516609798
2020-04-01 22:00:00+07:00 , 71.33 , 78.04 , 137.21 , 19.03 , 82.9 , 1272.5505270696146 , 151.8839558919271 , 96.34341674804688 , 7.850299219447606
2020-04-01 23:00:00+07:00 , 78.49 , 86.43 , 151.6 , 19.12 , 85.0 , 1425.9672797145276 , 152.6966988699777 , 98.5675537109375 , 8.794010519499547
2020-04-02 00:00:00+07:00 , 71.06 , 77.35 , 135.26 , 19.02 , 83.28 , 1126.9690844363902 , 150.92824300130204 , 95.59386108398435 , 6.952452684886618
2020-04-02 01:00:00+07:00 , 57.38 , 62.88 , 109.41 , 19.0 , 83.44 , 1086.8934816428207 , 136.1889607747396 , 87.64511230468749 , 6.705678901863671
2020-04-02 02:00:00+07:00 , 42.26 , 44.96 , 76.93 , 19.08 , 85.77 , 843.1605934963044 , 116.66333007812501 , 75.55075439453124 , 5.200524693575458
2020-04-02 03:00:00+07:00 , 37.97 , 38.91 , 67.65 , 18.87 , 84.73 , 866.9901370894802 , 97.2256787109375 , 67.18083984375 , 5.351348322584216
2020-04-02 04:00:00+07:00 , 37.04 , 38.83 , 67.21 , 18.52 , 86.79 , 889.7956659537834 , 87.4253076171875 , 62.8852490234375 , 5.498702007153867
2020-04-02 05:00:00+07:00 , 28.22 , 28.53 , 48.19 , 19.0 , 83.05 , 763.0718437999316 , 72.2169873046875 , 61.9576318359375 , 4.707834622249536
2020-04-02 06:00:00+07:00 , 25.57 , 25.5 , 43.03 , 19.0 , 84.18 , 726.59246033962 , 61.584882812500005 , 52.47288085937499 , 4.482772059860195
2020-04-02 07:00:00+07:00 , 23.45 , 22.73 , 37.68 , 19.1 , 84.1 , 702.3479977359624 , 53.50025878906251 , 45.05675048828125 , 4.331711148869804
2020-04-02 08:00:00+07:00 , 24.9 , 24.28 , 40.59 , 19.08 , 87.46 , 746.0971945766863 , 51.010361328125015 , 42.806013183593755 , 4.601847992105477
2020-04-02 09:00:00+07:00 , 27.19 , 27.23 , 46.12 , 19.58 , 86.0 , 775.3641761118951 , 52.71499023437499 , 44.44529541015625 , 4.7741950581277655
2020-04-02 10:00:00+07:00 , 24.89 , 24.2 , 39.91 , 19.64 , 85.36 , 739.0311995803991 , 50.53844238281249 , 42.1608984375 , 4.5495473956791335
2020-04-02 11:00:00+07:00 , 25.36 , 24.73 , 40.79 , 19.58 , 86.1 , 770.4713544728248 , 49.9781201171875 , 41.456943359375 , 4.744068202117102
2020-04-02 12:00:00+07:00 , 30.55 , 31.59 , 52.95 , 20.0 , 85.71 , 781.9551426731708 , 56.560175781249995 , 48.593480224609365 , 4.807879802840968
2020-04-02 13:00:00+07:00 , 35.81 , 39.44 , 67.31 , 20.05 , 86.05 , 818.8603483550646 , 67.704736328125 , 53.61756225585937 , 5.033934216576815
2020-04-02 14:00:00+07:00 , 45.82 , 52.55 , 90.27 , 20.85 , 83.0 , 1039.4521229366326 , 88.65949300130208 , 61.87158569335937 , 6.372631709348076
2020-04-02 15:00:00+07:00 , 46.19 , 54.05 , 94.86 , 20.69 , 85.0 , 1010.6878045849784 , 97.69683024088539 , 67.14666381835937 , 6.199658534928752
2020-04-02 16:00:00+07:00 , 51.7 , 62.67 , 111.47 , 20.0 , 87.5 , 1070.57003237561 , 109.39884847005206 , 73.93672973632812 , 6.582439011257744
2020-04-02 17:00:00+07:00 , 54.06 , 65.61 , 117.03 , 20.26 , 86.26 , 1074.1089533147986 , 117.70195312499999 , 78.72292358398437 , 6.598346004546751
2020-04-02 18:00:00+07:00 , 52.96 , 65.87 , 118.57 , 20.23 , 83.93 , 1088.006516104694 , 122.07078857421877 , 81.50133544921874 , 6.684403411652298
2020-04-02 19:00:00+07:00 , 60.75 , 75.88 , 135.0 , 20.39 , 83.94 , 1207.470065598096 , 132.59743652343755 , 86.99836791992189 , 7.414310046950541
2020-04-02 20:00:00+07:00 , 66.35 , 83.0 , 150.1 , 20.15 , 83.85 , 1246.440994273952 , 147.3401907784598 , 93.52170654296876 , 7.65986862687563
2020-04-02 21:00:00+07:00 , 74.14 , 90.57 , 168.43 , 20.38 , 83.63 , 1589.8829524026337 , 152.4427211216518 , 101.36553833007812 , 9.762798328344415
2020-04-02 22:00:00+07:00 , 63.43 , 77.86 , 142.14 , 20.38 , 85.88 , 1403.9140497065719 , 151.06158447265625 , 98.71533325195314 , 8.620842004061895
2020-04-02 23:00:00+07:00 , 63.6 , 77.73 , 140.97 , 20.34 , 85.46 , 1369.620861229991 , 148.63409423828128 , 97.0976770019531 , 8.411408289169648
