,PM1.0,PM2.5,PM10,Temperature,Humidity,CO, AQI PM2.5, AQI PM10, AQI CO 
 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-03-31 12:00:00+07:00 , 11.61 , 9.55 , 15.12 , 18.99 , 81.01 , 645.3200592849662 , 0.0 , 0.0 , 0.0
2020-03-31 13:00:00+07:00 , 7.07 , 5.5 , 10.28 , 19.0 , 81.0 , 615.6567055253807 , 0.0 , 0.0 , 0.0
2020-03-31 14:00:00+07:00 , 5.87 , 5.27 , 10.95 , 19.0 , 81.0 , 605.4842980538764 , 0.0 , 0.0 , 0.0
2020-03-31 15:00:00+07:00 , 5.81 , 5.05 , 9.79 , 19.0 , 81.0 , 589.3638578802842 , 0.0 , 0.0 , 0.0
2020-03-31 16:00:00+07:00 , 7.07 , 5.81 , 11.15 , 19.0 , 81.0 , 618.1150373309945 , 0.0 , 0.0 , 0.0
2020-03-31 17:00:00+07:00 , 9.55 , 7.63 , 13.39 , 19.0 , 81.0 , 663.5517907037139 , 0.0 , 0.0 , 0.0
2020-03-31 18:00:00+07:00 , 14.5 , 13.11 , 22.61 , 19.0 , 81.0 , 669.2596415627246 , 0.0 , 0.0 , 0.0
2020-03-31 19:00:00+07:00 , 11.48 , 9.52 , 16.89 , 19.0 , 81.0 , 649.0984950879515 , 0.0 , 0.0 , 0.0
2020-03-31 20:00:00+07:00 , 15.84 , 15.37 , 26.59 , 19.0 , 81.0 , 654.3401106045181 , 0.0 , 0.0 , 0.0
2020-03-31 21:00:00+07:00 , 23.86 , 25.19 , 44.05 , 19.0 , 80.9 , 738.6580658683212 , 0.0 , 0.0 , 0.0
2020-03-31 22:00:00+07:00 , 24.57 , 25.05 , 43.08 , 19.0 , 81.0 , 732.1448994178162 , 0.0 , 0.0 , 0.0
2020-03-31 23:00:00+07:00 , 23.13 , 23.95 , 42.31 , 19.0 , 81.0 , 729.9126211115695 , 45.9031005859375 , 40.160908203125004 , 4.503256065344896
2020-04-01 00:00:00+07:00 , 26.96 , 28.88 , 52.4 , 19.0 , 81.0 , 793.7586063389699 , 51.829218749999995 , 48.13930419921874 , 4.897159132516637
2020-04-01 01:00:00+07:00 , 35.83 , 40.47 , 77.25 , 19.0 , 81.0 , 889.5629050393462 , 66.3832666015625 , 55.88152465820313 , 5.4882316482262095
2020-04-01 02:00:00+07:00 , 21.51 , 23.27 , 41.98 , 19.0 , 81.0 , 748.2512112476982 , 56.4603466796875 , 51.87018798828124 , 4.616397508405068
2020-04-01 03:00:00+07:00 , 18.31 , 18.77 , 32.83 , 19.0 , 81.0 , 746.2167297533972 , 46.9989404296875 , 42.34889892578124 , 4.603845607171889
2020-04-01 04:00:00+07:00 , 19.9 , 21.18 , 37.6 , 19.0 , 81.0 , 748.9152434020881 , 44.678051757812504 , 39.973088378906255 , 4.620494309502008
