,PM1.0,PM2.5,PM10,Temperature,Humidity,CO, AQI PM2.5, AQI PM10, AQI CO 
 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-03-31 12:00:00+07:00 , 0.0 , 0.0 , 0.0 , 17.18 , 81.02 , 633.4628795424344 , 0.0 , 0.0 , 0.0
2020-03-31 13:00:00+07:00 , 0.0 , 0.0 , 0.0 , 17.81 , 81.0 , 650.6751033585546 , 0.0 , 0.0 , 0.0
2020-03-31 14:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 572.7455361360123 , 0.0 , 0.0 , 0.0
2020-03-31 15:00:00+07:00 , 13.0 , 13.0 , 20.0 , 18.0 , 81.0 , 675.2017735037094 , 0.0 , 0.0 , 0.0
2020-03-31 16:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 667.6313250805257 , 0.0 , 0.0 , 0.0
2020-03-31 17:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 625.7386750983 , 0.0 , 0.0 , 0.0
2020-03-31 18:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 625.5543757921176 , 0.0 , 0.0 , 0.0
2020-03-31 19:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.13 , 81.0 , 656.0394348806647 , 0.0 , 0.0 , 0.0
2020-03-31 20:00:00+07:00 , 20.0 , 21.0 , 35.0 , 18.02 , 81.0 , 652.3889061301473 , 0.0 , 0.0 , 0.0
2020-03-31 21:00:00+07:00 , 25.25 , 25.63 , 46.38 , 18.46 , 80.93 , 642.0908743981516 , 0.0 , 0.0 , 0.0
2020-03-31 22:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 655.6802239180836 , 0.0 , 0.0 , 0.0
2020-03-31 23:00:00+07:00 , 24.0 , 26.0 , 45.0 , 18.0 , 81.0 , 654.2058294686244 , 35.08328125 , 30.5240625 , 4.050039653057979
2020-04-01 00:00:00+07:00 , 24.0 , 24.0 , 38.0 , 18.0 , 81.0 , 682.0633784415767 , 41.541640625 , 34.26203125 , 4.2224994094455095
2020-04-01 01:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 646.8763878304484 , 0.0 , 0.0 , 4.004664745143296
2020-04-01 02:00:00+07:00 , 25.0 , 25.0 , 41.0 , 18.0 , 81.0 , 609.0099688448223 , 35.38541015625 , 29.0655078125 , 3.7702423485473213
2020-04-01 03:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 614.6665398576506 , 0.0 , 0.0 , 3.8052608945008184
2020-04-01 04:00:00+07:00 , 26.13 , 28.75 , 51.88 , 18.0 , 81.0 , 648.9887414166924 , 37.594765625 , 41.602578124999994 , 4.017741846263775
2020-04-01 05:00:00+07:00 , 0.0 , 0.0 , 0.0 , 17.96 , 81.0 , 627.1291060130192 , 0.0 , 0.0 , 3.8829472735185244
2020-04-01 06:00:00+07:00 , 0.0 , 0.0 , 0.0 , 17.3 , 81.0 , 615.1247243769152 , 0.0 , 0.0 , 3.817275128739757
2020-04-01 07:00:00+07:00 , 24.0 , 24.0 , 48.0 , 17.0 , 81.0 , 672.7916836664141 , 28.699345703125 , 28.15064453125 , 4.179455444006839
2020-04-01 08:00:00+07:00 , 23.0 , 26.0 , 50.0 , 17.59 , 81.0 , 621.2830683897298 , 40.3445458984375 , 44.53552490234375 , 3.8516462415874115
2020-04-01 09:00:00+07:00 , 35.25 , 38.25 , 66.5 , 18.0 , 81.0 , 697.3318671153013 , 58.416015625 , 51.389931640625 , 4.317023153786154
2020-04-01 10:00:00+07:00 , 35.0 , 36.0 , 63.0 , 18.02 , 80.92 , 636.1149776140916 , 65.2080078125 , 53.944965820312504 , 3.9377728016387845
2020-04-01 11:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.47 , 81.0 , 609.868458470338 , 0.0 , 0.0 , 3.7694720486416595
2020-04-01 12:00:00+07:00 , 0.0 , 0.0 , 0.0 , 19.8 , 81.0 , 625.8672033394778 , 0.0 , 0.0 , 3.850794581063049
2020-04-01 13:00:00+07:00 , 40.0 , 41.0 , 74.0 , 20.0 , 81.0 , 699.839714985366 , 49.146484375 , 47.1162744140625 , 4.302990091479535
2020-04-01 14:00:00+07:00 , 38.0 , 41.0 , 70.0 , 20.1 , 81.0 , 634.5588852891559 , 65.567138671875 , 53.555634765625 , 3.90027804998017
2020-04-01 15:00:00+07:00 , 46.0 , 52.0 , 94.0 , 20.01 , 80.89 , 648.0167423262894 , 87.31964111328125 , 62.7778173828125 , 3.9842187375398948
2020-04-01 16:00:00+07:00 , 61.36 , 70.27 , 127.36 , 19.57 , 81.0 , 717.9156721320546 , 110.54563802083334 , 75.7257421875 , 4.420615047767673
2020-04-01 17:00:00+07:00 , 0.0 , 0.0 , 0.0 , 19.02 , 80.92 , 645.5080906341515 , 0.0 , 0.0 , 3.9822427427899427
2020-04-01 18:00:00+07:00 , 0.0 , 0.0 , 0.0 , 19.0 , 81.0 , 617.8183421130755 , 0.0 , 0.0 , 3.8116811737891125
2020-04-01 19:00:00+07:00 , 0.0 , 0.0 , 0.0 , 19.0 , 81.0 , 631.3109103565292 , 0.0 , 0.0 , 3.8949246854397024
2020-04-01 20:00:00+07:00 , 0.0 , 0.0 , 0.0 , 19.0 , 81.0 , 680.6047015621942 , 0.0 , 0.0 , 4.199046792401906
2020-04-01 21:00:00+07:00 , 76.0 , 87.0 , 157.0 , 19.0 , 81.0 , 719.3446200161733 , 125.18088727678571 , 65.8288623046875 , 4.438055911716999
2020-04-01 22:00:00+07:00 , 83.0 , 94.0 , 164.0 , 19.0 , 81.0 , 685.1964132680815 , 142.5873046875 , 86.4105859375 , 4.2273757361573425
2020-04-01 23:00:00+07:00 , 75.5 , 84.5 , 152.0 , 19.0 , 81.0 , 678.2593965062639 , 147.90079520089284 , 93.70529296875 , 4.1845772395914365
2020-04-02 00:00:00+07:00 , 64.5 , 75.25 , 135.0 , 18.54 , 81.0 , 649.2589461669238 , 143.59259440104165 , 93.102646484375 , 4.011973558693893
2020-04-02 01:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.06 , 81.28 , 597.134286818224 , 0.0 , 0.0 , 3.6959610380915615
2020-04-02 02:00:00+07:00 , 53.0 , 56.0 , 99.5 , 18.0 , 81.0 , 670.2256922367852 , 95.05230305989583 , 66.894130859375 , 4.149214983703225
2020-04-02 03:00:00+07:00 , 38.0 , 43.0 , 76.0 , 18.0 , 81.15 , 633.3941847397218 , 90.0186865234375 , 64.941328125 , 3.921199488998492
2020-04-02 04:00:00+07:00 , 32.67 , 35.13 , 63.13 , 18.0 , 81.15 , 649.9527685567234 , 80.1221875 , 60.745390625 , 4.023709919258357
2020-04-02 05:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.0 , 81.0 , 625.0581853523959 , 0.0 , 0.0 , 3.8695932107512325
2020-04-02 06:00:00+07:00 , 31.0 , 29.0 , 50.0 , 18.11 , 81.3 , 614.1084542347386 , 49.030546875 , 46.43634765625 , 3.800370087311859
2020-04-02 07:00:00+07:00 , 27.5 , 29.0 , 48.0 , 18.96 , 81.0 , 630.8321476021363 , 53.5152734375 , 45.43634765625 , 3.8925038651073613
2020-04-02 08:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.2 , 81.24 , 633.9935862943711 , 0.0 , 0.0 , 3.9222159555791265
2020-04-02 09:00:00+07:00 , 0.0 , 0.0 , 0.0 , 18.98 , 81.0 , 639.1111233125492 , 0.0 , 0.0 , 3.943318693706236
2020-04-02 10:00:00+07:00 , 20.0 , 19.0 , 30.0 , 19.0 , 81.22 , 617.9172405190485 , 25.65583984375 , 20.64994140625 , 3.8122913356546144
2020-04-02 11:00:00+07:00 , 22.0 , 20.0 , 33.0 , 19.0 , 81.0 , 629.6861508298306 , 32.8072900390625 , 26.806416015625 , 3.8849005976493163
2020-04-02 12:00:00+07:00 , 0.0 , 0.0 , 0.0 , 19.02 , 81.33 , 598.7606015352193 , 0.0 , 0.0 , 3.6938499992923512
2020-04-02 13:00:00+07:00 , 33.0 , 37.0 , 63.0 , 19.26 , 81.42 , 644.0466383844259 , 45.19263671875 , 44.09668212890625 , 3.969965722967269
2020-04-02 14:00:00+07:00 , 39.5 , 43.0 , 75.75 , 19.84 , 81.0 , 711.4358119987032 , 65.582646484375 , 53.47976806640625 , 4.376677890045001
2020-04-02 15:00:00+07:00 , 41.86 , 46.57 , 78.71 , 19.26 , 81.0 , 705.6337922719299 , 79.3508251953125 , 58.91274536132812 , 4.349594891627818
2020-04-02 16:00:00+07:00 , 47.0 , 52.0 , 90.0 , 19.38 , 81.0 , 659.5291909764128 , 93.05569661458333 , 64.45251953125 , 4.063733987405374
