,PM1.0,PM2.5,PM10,Temperature,Humidity,CO, AQI PM2.5, AQI PM10, AQI CO 
 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0
2020-03-31 12:00:00+07:00 , 16.47 , 5.01 , 20.0 , 18.81 , 81.4 , 596.0951551954379 , 0.0 , 0.0 , 0.0
2020-03-31 13:00:00+07:00 , 11.71 , 5.06 , 14.76 , 18.69 , 81.31 , 571.051948160773 , 0.0 , 0.0 , 0.0
2020-03-31 14:00:00+07:00 , 9.12 , 5.13 , 12.03 , 18.88 , 80.6 , 562.5532755970792 , 0.0 , 0.0 , 0.0
2020-03-31 15:00:00+07:00 , 11.01 , 4.93 , 14.6 , 19.0 , 78.74 , 566.631352850214 , 0.0 , 0.0 , 0.0
2020-03-31 16:00:00+07:00 , 13.37 , 4.95 , 19.4 , 19.0 , 77.79 , 577.1287122270581 , 0.0 , 0.0 , 0.0
2020-03-31 17:00:00+07:00 , 13.72 , 5.04 , 19.52 , 19.0 , 78.54 , 580.604284779822 , 0.0 , 0.0 , 0.0
2020-03-31 18:00:00+07:00 , 17.25 , 5.11 , 22.98 , 19.0 , 78.62 , 590.4799970334075 , 0.0 , 0.0 , 0.0
2020-03-31 19:00:00+07:00 , 24.14 , 6.29 , 35.44 , 19.0 , 79.19 , 617.5922886137088 , 0.0 , 0.0 , 0.0
2020-03-31 20:00:00+07:00 , 29.5 , 8.58 , 39.94 , 19.55 , 79.38 , 642.8444608998634 , 0.0 , 0.0 , 0.0
2020-03-31 21:00:00+07:00 , 42.18 , 17.59 , 60.24 , 19.55 , 79.21 , 702.7206856394943 , 0.0 , 0.0 , 0.0
2020-03-31 22:00:00+07:00 , 40.71 , 16.0 , 56.49 , 19.13 , 79.38 , 683.9172301862428 , 0.0 , 0.0 , 0.0
2020-03-31 23:00:00+07:00 , 60.3 , 33.46 , 99.54 , 19.0 , 80.58 , 825.0246309701353 , 47.63689941406249 , 62.832973632812504 , 5.090057447995958
2020-04-01 00:00:00+07:00 , 84.75 , 53.07 , 141.93 , 19.0 , 78.92 , 984.0673961183638 , 80.73935546875 , 79.39776611328125 , 6.071284893703474
