KIT ID, PM1.0,PM2.5,PM10,Temperature,Humidity,CO, AQI PM2.5, AQI PM10, AQI CO , latitude, longitude
1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038, 72.25 , 78.75 , 143.25 , 21.03 , 81.38 , 796.9382804282584 , 126.66920572916669 , 84.78099609374999 , 4.882847995985763,21.00257,105.84653
1039, 64.93 , 72.54 , 129.86 , 21.0 , 81.0 , 1212.0523503016827 , 133.4090616861979 , 87.15313598632812 , 7.427013022134935,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041, 72.89 , 83.05 , 148.36 , 21.02 , 81.36 , 1312.588595017864 , 148.5344168526786 , 94.36410400390622 , 8.042515488540916,20.99603,105.84455
1043, 77.32 , 50.19 , 127.86 , 21.68 , 89.42 , 983.0041926100633 , 96.14722493489583 , 86.71133422851562 , 6.009597115092618,21.04169108,105.80900309
1044, 82.24 , 88.95 , 155.41 , 21.0 , 81.0 , 1499.5176699307497 , 151.00693882533483 , 95.88123291015627 , 9.188495248348888,21.0822951059501,105.773392865282
1045, 69.0 , 77.14 , 143.22 , 22.0 , 96.0 , 975.9809262247502 , 140.2182088216146 , 93.22727294921874 , 5.9601913487981735,21.02431735,105.82139752
1046, 50.76 , 50.98 , 93.33 , 21.3 , 85.46 , 1004.5848604291391 , 99.2178426106771 , 70.1796240234375 , 6.149456450599114,21.03793057,105.78543088
1047, 27.2 , 58.36 , 89.76 , 21.48 , 88.81 , 776.1219056817025 , 111.13148600260418 , 68.1572509765625 , 4.748042915193965,21.03281213,105.81257742
1051, 118.5 , 140.14 , 248.67 , 21.09 , 89.15 , 2281.9330434069134 , 182.92354736328124 , 136.46292236328128 , 13.978573210725969,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1055, 76.0 , 84.0 , 152.0 , 21.69 , 82.81 ,NA, 146.56895228794642 , 92.65724609375 ,NA,20.99151816,105.7902017
1072,NA,NA,NA, 21.0 , 81.0 , 598.1961620515044 ,NA,NA,NA,21.0004726810695,105.764312913811
1080, 98.94 , 109.02 , 183.9 , 20.0 , 81.0 , 970.1644914219513 , 165.95595528738838 , 111.14865356445314 , 5.965091869330725,21.08284,105.779777
1081, 71.56 , 80.4 , 146.24 , 21.0 , 80.0 , 1136.5165787716983 , 148.05856410435268 , 94.43439208984375 , 6.964157470845779,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084, 82.4 , 88.9 , 153.0 , 21.0 , 81.0 , 824.3123467875575 , 156.55296456473215 , 102.60022216796875 , 5.051084247618491,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089, 77.0 , 85.0 , 145.0 , 21.0 , 81.0 , 948.2735219121877 , 127.197265625 , 66.228515625 , 5.8106729416717,21.037454,105.784927
1090, 134.18 , 149.66 , 256.32 , 20.0 , 81.0 , 832.0100715878049 , 190.2094430106027 , 141.7232727050781 , 5.115644364550482,21.14768475,105.9158227
1091, 96.62 , 119.79 , 210.74 , 20.0 , 81.0 , 821.4922004487806 , 176.16177280970982 , 127.51513793945311 , 5.050974849052028,21.1315376994108,105.778015368578
