KIT ID, PM2.5, AQI PM2.5, PM10, AQI PM10, CO, AQI CO, latitude, longitude
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,24.0,48.0,44.0,44.0,568.9496643994657,2.844748321997329,21.00257,105.84653
1039,21.15,42.3,39.9,39.9,609.9125775218212,3.049562887609106,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,25.88,51.76,47.24,47.24,667.7092255040219,3.3385461275201096,20.99603,105.84455
1043,7.97,15.94,41.44,41.44,555.9392940557403,2.7796964702787017,21.04169108,105.80900309
1044,19.46,38.92,33.19,33.19,652.0493356723339,3.2602466783616695,21.0822951059501,105.773392865282
1045,22.91,45.82,43.78,43.78,677.8115644076548,3.389057822038274,21.02431735,105.82139752
1046,11.06,22.12,18.75,18.75,597.6640535461481,2.9883202677307406,21.03793057,105.78543088
1047,29.2,58.4,45.4,45.4,573.2212928844104,2.866106464422052,21.03281213,105.81257742
1051,27.93,55.86,47.75,47.75,680.5004759245257,3.4025023796226286,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,21.0,42.0,34.33,34.33,545.983246946013,2.729916234730065,21.0004726810695,105.764312913811
1080,25.79,51.58,42.84,42.84,822.3714472410824,4.111857236205412,21.08284,105.779777
1081,24.59,49.18,47.48,47.48,982.6118399690881,4.913059199845441,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,15.4,30.8,28.0,28.0,712.8303429984545,3.564151714992273,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,776.8676968160743,3.8843384840803714,21.037454,105.784927
1090,19.71,39.42,32.29,32.29,713.0036846367852,3.5650184231839264,21.14768475,105.9158227
1091,NA,NA,NA,NA,693.3665533230295,3.4668327666151475,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,24.0,48.0,44.0,44.0,568.9496643994657,2.844748321997329,21.00257,105.84653
1039,21.15,42.3,39.9,39.9,609.9125775218212,3.049562887609106,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,25.88,51.76,47.24,47.24,667.7092255040219,3.3385461275201096,20.99603,105.84455
1043,7.97,15.94,41.44,41.44,555.9392940557403,2.7796964702787017,21.04169108,105.80900309
1044,19.46,38.92,33.19,33.19,652.0493356723339,3.2602466783616695,21.0822951059501,105.773392865282
1045,22.91,45.82,43.78,43.78,677.8115644076548,3.389057822038274,21.02431735,105.82139752
1046,11.06,22.12,18.75,18.75,597.6640535461481,2.9883202677307406,21.03793057,105.78543088
1047,29.2,58.4,45.4,45.4,573.2212928844104,2.866106464422052,21.03281213,105.81257742
1051,27.93,55.86,47.75,47.75,680.5004759245257,3.4025023796226286,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,21.0,42.0,34.33,34.33,545.983246946013,2.729916234730065,21.0004726810695,105.764312913811
1080,25.79,51.58,42.84,42.84,822.3714472410824,4.111857236205412,21.08284,105.779777
1081,24.59,49.18,47.48,47.48,982.6118399690881,4.913059199845441,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,15.4,30.8,28.0,28.0,712.8303429984545,3.564151714992273,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,776.8676968160743,3.8843384840803714,21.037454,105.784927
1090,19.71,39.42,32.29,32.29,713.0036846367852,3.5650184231839264,21.14768475,105.9158227
1091,NA,NA,NA,NA,693.3665533230295,3.4668327666151475,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,24.0,48.0,44.0,44.0,568.9496643994657,2.844748321997329,21.00257,105.84653
1039,21.15,42.3,39.9,39.9,609.9125775218212,3.049562887609106,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,25.88,51.76,47.24,47.24,667.7092255040219,3.3385461275201096,20.99603,105.84455
1043,7.97,15.94,41.44,41.44,555.9392940557403,2.7796964702787017,21.04169108,105.80900309
1044,19.46,38.92,33.19,33.19,652.0493356723339,3.2602466783616695,21.0822951059501,105.773392865282
1045,22.91,45.82,43.78,43.78,677.8115644076548,3.389057822038274,21.02431735,105.82139752
1046,11.06,22.12,18.75,18.75,597.6640535461481,2.9883202677307406,21.03793057,105.78543088
1047,29.2,58.4,45.4,45.4,573.2212928844104,2.866106464422052,21.03281213,105.81257742
1051,27.93,55.86,47.75,47.75,680.5004759245257,3.4025023796226286,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,21.0,42.0,34.33,34.33,545.983246946013,2.729916234730065,21.0004726810695,105.764312913811
1080,25.79,51.58,42.84,42.84,822.3714472410824,4.111857236205412,21.08284,105.779777
1081,24.59,49.18,47.48,47.48,982.6118399690881,4.913059199845441,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,15.4,30.8,28.0,28.0,712.8303429984545,3.564151714992273,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,776.8676968160743,3.8843384840803714,21.037454,105.784927
1090,19.71,39.42,32.29,32.29,713.0036846367852,3.5650184231839264,21.14768475,105.9158227
1091,NA,NA,NA,NA,693.3665533230295,3.4668327666151475,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,24.0,48.0,44.0,44.0,568.9496643994657,2.844748321997329,21.00257,105.84653
1039,21.15,42.3,39.9,39.9,609.9125775218212,3.049562887609106,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,25.88,51.76,47.24,47.24,667.7092255040219,3.3385461275201096,20.99603,105.84455
1043,7.97,15.94,41.44,41.44,555.9392940557403,2.7796964702787017,21.04169108,105.80900309
1044,19.46,38.92,33.19,33.19,652.0493356723339,3.2602466783616695,21.0822951059501,105.773392865282
1045,22.91,45.82,43.78,43.78,677.8115644076548,3.389057822038274,21.02431735,105.82139752
1046,11.06,22.12,18.75,18.75,597.6640535461481,2.9883202677307406,21.03793057,105.78543088
1047,29.2,58.4,45.4,45.4,573.2212928844104,2.866106464422052,21.03281213,105.81257742
1051,27.93,55.86,47.75,47.75,680.5004759245257,3.4025023796226286,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1055,25.5,51.0,43.5,43.5,NA,NA,20.99151816,105.7902017
1072,21.0,42.0,34.33,34.33,545.983246946013,2.729916234730065,21.0004726810695,105.764312913811
1080,25.79,51.58,42.84,42.84,822.3714472410824,4.111857236205412,21.08284,105.779777
1081,24.59,49.18,47.48,47.48,982.6118399690881,4.913059199845441,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,15.4,30.8,28.0,28.0,712.8303429984545,3.564151714992273,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
