KIT ID, PM2.5, AQI PM2.5, PM10, AQI PM10, CO, AQI CO, latitude, longitude
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,31.5,63.0,55.0,52.5,552.1101539827207,2.7605507699136034,21.00257,105.84653
1039,29.7,59.4,52.0,51.0,669.6185999491785,3.3480929997458926,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,28.86,57.72,50.14,50.07,670.1804322446214,3.3509021612231074,20.99603,105.84455
1043,15.59,31.18,56.24,53.120000000000005,590.3758188006099,2.9518790940030493,21.04169108,105.80900309
1044,31.14,62.28,52.86,51.43,707.017088832797,3.5350854441639847,21.0822951059501,105.773392865282
1045,32.45,64.9,60.45,55.225,676.5560074233441,3.3827800371167207,21.02431735,105.82139752
1046,18.55,37.1,32.27,32.27,641.6246951414536,3.208123475707268,21.03793057,105.78543088
1047,34.76,69.52,52.73,51.364999999999995,679.567353301679,3.397836766508395,21.03281213,105.81257742
1051,49.69,99.38,85.16,67.58,842.3394816904279,4.21169740845214,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,NA,NA,21.0004726810695,105.764312913811
1080,39.32,78.64,65.44,57.72,864.5528477684488,4.322764238842244,21.08284,105.779777
1081,32.5,65.0,56.33,53.165,1029.9869112169172,5.149934556084586,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,31.71,63.42,55.43,52.715,711.7193808707437,3.5585969043537187,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,811.869536625305,4.059347683126525,21.037454,105.784927
1090,46.94,93.88,80.94,65.47,726.6760994900561,3.633380497450281,21.14768475,105.9158227
1091,NA,NA,NA,NA,724.7765329933708,3.623882664966854,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,31.5,63.0,55.0,52.5,552.1101539827207,2.7605507699136034,21.00257,105.84653
1039,29.7,59.4,52.0,51.0,669.6185999491785,3.3480929997458926,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,28.86,57.72,50.14,50.07,670.1804322446214,3.3509021612231074,20.99603,105.84455
1043,15.59,31.18,56.24,53.120000000000005,590.3758188006099,2.9518790940030493,21.04169108,105.80900309
1044,31.14,62.28,52.86,51.43,707.017088832797,3.5350854441639847,21.0822951059501,105.773392865282
1045,32.45,64.9,60.45,55.225,676.5560074233441,3.3827800371167207,21.02431735,105.82139752
1046,18.55,37.1,32.27,32.27,641.6246951414536,3.208123475707268,21.03793057,105.78543088
1047,34.76,69.52,52.73,51.364999999999995,679.567353301679,3.397836766508395,21.03281213,105.81257742
1051,49.69,99.38,85.16,67.58,842.3394816904279,4.21169740845214,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,NA,NA,21.0004726810695,105.764312913811
1080,39.32,78.64,65.44,57.72,864.5528477684488,4.322764238842244,21.08284,105.779777
1081,32.5,65.0,56.33,53.165,1029.9869112169172,5.149934556084586,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,31.71,63.42,55.43,52.715,711.7193808707437,3.5585969043537187,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,811.869536625305,4.059347683126525,21.037454,105.784927
1090,46.94,93.88,80.94,65.47,726.6760994900561,3.633380497450281,21.14768475,105.9158227
1091,NA,NA,NA,NA,724.7765329933708,3.623882664966854,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,31.5,63.0,55.0,52.5,552.1101539827207,2.7605507699136034,21.00257,105.84653
1039,29.7,59.4,52.0,51.0,669.6185999491785,3.3480929997458926,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,28.86,57.72,50.14,50.07,670.1804322446214,3.3509021612231074,20.99603,105.84455
1043,15.59,31.18,56.24,53.120000000000005,590.3758188006099,2.9518790940030493,21.04169108,105.80900309
1044,31.14,62.28,52.86,51.43,707.017088832797,3.5350854441639847,21.0822951059501,105.773392865282
1045,32.45,64.9,60.45,55.225,676.5560074233441,3.3827800371167207,21.02431735,105.82139752
1046,18.55,37.1,32.27,32.27,641.6246951414536,3.208123475707268,21.03793057,105.78543088
1047,34.76,69.52,52.73,51.364999999999995,679.567353301679,3.397836766508395,21.03281213,105.81257742
1051,49.69,99.38,85.16,67.58,842.3394816904279,4.21169740845214,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,NA,NA,21.0004726810695,105.764312913811
1080,39.32,78.64,65.44,57.72,864.5528477684488,4.322764238842244,21.08284,105.779777
1081,32.5,65.0,56.33,53.165,1029.9869112169172,5.149934556084586,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,31.71,63.42,55.43,52.715,711.7193808707437,3.5585969043537187,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,811.869536625305,4.059347683126525,21.037454,105.784927
1090,46.94,93.88,80.94,65.47,726.6760994900561,3.633380497450281,21.14768475,105.9158227
1091,NA,NA,NA,NA,724.7765329933708,3.623882664966854,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,31.5,63.0,55.0,52.5,552.1101539827207,2.7605507699136034,21.00257,105.84653
1039,29.7,59.4,52.0,51.0,669.6185999491785,3.3480929997458926,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,28.86,57.72,50.14,50.07,670.1804322446214,3.3509021612231074,20.99603,105.84455
1043,15.59,31.18,56.24,53.120000000000005,590.3758188006099,2.9518790940030493,21.04169108,105.80900309
1044,31.14,62.28,52.86,51.43,707.017088832797,3.5350854441639847,21.0822951059501,105.773392865282
1045,32.45,64.9,60.45,55.225,676.5560074233441,3.3827800371167207,21.02431735,105.82139752
