KIT ID, PM2.5, AQI PM2.5, PM10, AQI PM10, CO, AQI CO, latitude, longitude
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,90.42,157.44285714285715,174.17,112.085,680.3724643902439,3.4018623219512194,21.00257,105.84653
1039,92.04,158.6,177.28,113.64,1286.2000712195122,6.431000356097561,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,97.56,162.54285714285714,184.79,117.395,1308.900468292683,6.5445023414634145,20.99603,105.84455
1043,70.72,134.53333333333333,185.21,117.605,1096.4019489514067,5.4820097447570335,21.04169108,105.80900309
1044,101.1,165.07142857142856,185.69,117.845,1492.7294151219517,7.463647075609758,21.0822951059501,105.773392865282
1045,83.67,152.62142857142857,160.11,105.055,1071.769001902424,5.35884500951212,21.02431735,105.82139752
1046,67.03,128.38333333333333,122.61,86.305,980.158951949115,4.900794759745575,21.03793057,105.78543088
1047,55.2,108.66666666666667,84.2,67.1,684.1072816144876,3.4205364080724383,21.03281213,105.81257742
1051,104.83,167.7357142857143,189.22,119.61,1449.3440806514325,7.246720403257163,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,507.0286213143934,2.535143106571967,21.0004726810695,105.764312913811
1080,116.27,175.90714285714284,200.07,125.035,849.782250721917,4.2489112536095845,21.08284,105.779777
1081,101.11,165.07857142857142,180.22,115.11,953.7732921951219,4.76886646097561,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,108.25,170.17857142857144,200.5,125.25,716.721596458305,3.583607982291525,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,124.0,181.42857142857144,216.0,133.0,807.3151507317075,4.036575753658537,21.037454,105.784927
1090,137.29,190.92142857142858,238.21,144.10500000000002,724.3959863414635,3.6219799317073176,21.14768475,105.9158227
1091,91.67,158.3357142857143,161.56,105.78,708.7418121951221,3.5437090609756106,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,90.42,157.44285714285715,174.17,112.085,680.3724643902439,3.4018623219512194,21.00257,105.84653
1039,92.04,158.6,177.28,113.64,1286.2000712195122,6.431000356097561,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,97.56,162.54285714285714,184.79,117.395,1308.900468292683,6.5445023414634145,20.99603,105.84455
1043,70.72,134.53333333333333,185.21,117.605,1096.4019489514067,5.4820097447570335,21.04169108,105.80900309
1044,101.1,165.07142857142856,185.69,117.845,1492.7294151219517,7.463647075609758,21.0822951059501,105.773392865282
1045,83.67,152.62142857142857,160.11,105.055,1071.769001902424,5.35884500951212,21.02431735,105.82139752
1046,67.03,128.38333333333333,122.61,86.305,980.158951949115,4.900794759745575,21.03793057,105.78543088
1047,55.2,108.66666666666667,84.2,67.1,684.1072816144876,3.4205364080724383,21.03281213,105.81257742
1051,104.83,167.7357142857143,189.22,119.61,1449.3440806514325,7.246720403257163,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,507.0286213143934,2.535143106571967,21.0004726810695,105.764312913811
1080,116.27,175.90714285714284,200.07,125.035,849.782250721917,4.2489112536095845,21.08284,105.779777
1081,101.11,165.07857142857142,180.22,115.11,953.7732921951219,4.76886646097561,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,108.25,170.17857142857144,200.5,125.25,716.721596458305,3.583607982291525,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,124.0,181.42857142857144,216.0,133.0,807.3151507317075,4.036575753658537,21.037454,105.784927
1090,137.29,190.92142857142858,238.21,144.10500000000002,724.3959863414635,3.6219799317073176,21.14768475,105.9158227
1091,91.67,158.3357142857143,161.56,105.78,708.7418121951221,3.5437090609756106,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,90.42,157.44285714285715,174.17,112.085,680.3724643902439,3.4018623219512194,21.00257,105.84653
1039,92.04,158.6,177.28,113.64,1286.2000712195122,6.431000356097561,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,97.56,162.54285714285714,184.79,117.395,1308.900468292683,6.5445023414634145,20.99603,105.84455
1043,70.72,134.53333333333333,185.21,117.605,1096.4019489514067,5.4820097447570335,21.04169108,105.80900309
1044,101.1,165.07142857142856,185.69,117.845,1492.7294151219517,7.463647075609758,21.0822951059501,105.773392865282
1045,83.67,152.62142857142857,160.11,105.055,1071.769001902424,5.35884500951212,21.02431735,105.82139752
1046,67.03,128.38333333333333,122.61,86.305,980.158951949115,4.900794759745575,21.03793057,105.78543088
1047,55.2,108.66666666666667,84.2,67.1,684.1072816144876,3.4205364080724383,21.03281213,105.81257742
1051,104.83,167.7357142857143,189.22,119.61,1449.3440806514325,7.246720403257163,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,507.0286213143934,2.535143106571967,21.0004726810695,105.764312913811
1080,116.27,175.90714285714284,200.07,125.035,849.782250721917,4.2489112536095845,21.08284,105.779777
1081,101.11,165.07857142857142,180.22,115.11,953.7732921951219,4.76886646097561,21.0181984,105.7952921
1082,NA,NA,NA,NA,NA,NA,21.053519,105.736145
1084,108.25,170.17857142857144,200.5,125.25,716.721596458305,3.583607982291525,21.0323170270326,105.7487245065
1086,NA,NA,NA,NA,NA,NA,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,124.0,181.42857142857144,216.0,133.0,807.3151507317075,4.036575753658537,21.037454,105.784927
1090,137.29,190.92142857142858,238.21,144.10500000000002,724.3959863414635,3.6219799317073176,21.14768475,105.9158227
1091,91.67,158.3357142857143,161.56,105.78,708.7418121951221,3.5437090609756106,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,90.42,157.44285714285715,174.17,112.085,680.3724643902439,3.4018623219512194,21.00257,105.84653
1039,92.04,158.6,177.28,113.64,1286.2000712195122,6.431000356097561,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,97.56,162.54285714285714,184.79,117.395,1308.900468292683,6.5445023414634145,20.99603,105.84455
1043,70.72,134.53333333333333,185.21,117.605,1096.4019489514067,5.4820097447570335,21.04169108,105.80900309
1044,101.1,165.07142857142856,185.69,117.845,1492.7294151219517,7.463647075609758,21.0822951059501,105.773392865282
1045,83.67,152.62142857142857,160.11,105.055,1071.769001902424,5.35884500951212,21.02431735,105.82139752
1046,67.03,128.38333333333333,122.61,86.305,980.158951949115,4.900794759745575,21.03793057,105.78543088
1047,55.2,108.66666666666667,84.2,67.1,684.1072816144876,3.4205364080724383,21.03281213,105.81257742
