KIT ID, PM2.5, AQI PM2.5, PM10, AQI PM10, CO, AQI CO, latitude, longitude
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,NA,NA,NA,NA,503.26916169307157,2.516345808465358,21.00257,105.84653
1039,16.87,33.74,28.0,28.0,596.6839637109573,2.9834198185547867,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,NA,NA,NA,NA,NA,NA,20.99603,105.84455
1043,6.03,12.06,34.44,34.44,530.84612623605,2.6542306311802504,21.04169108,105.80900309
1044,24.06,48.12,39.51,39.51,671.9392116042691,3.3596960580213455,21.0822951059501,105.773392865282
1045,NA,NA,NA,NA,538.9681637675758,2.694840818837879,21.02431735,105.82139752
1046,11.67,23.34,19.45,19.45,595.9992067566196,2.9799960337830984,21.03793057,105.78543088
1047,NA,NA,NA,NA,NA,NA,21.03281213,105.81257742
1051,26.36,52.72,44.44,44.44,646.5346208538032,3.2326731042690158,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
1072,NA,NA,NA,NA,NA,NA,21.0004726810695,105.764312913811
1080,36.78,73.56,59.81,54.905,854.0583715466712,4.270291857733356,21.08284,105.779777
1081,18.5,37.0,32.6,32.6,1048.6179729441983,5.243089864720992,21.0181984,105.7952921
1082,37.0,74.0,62.0,56.0,878.3637251973572,4.391818625986786,21.053519,105.736145
1084,22.4,44.8,39.4,39.4,708.5593618910787,3.5427968094553934,21.0323170270326,105.7487245065
1086,21.0,42.0,35.0,35.0,713.7101698419666,3.5685508492098332,21.031291,105.818691
1087,NA,NA,NA,NA,NA,NA,21.050582,105.792034
1088,NA,NA,NA,NA,NA,NA,21.000939,105.931785
1089,NA,NA,NA,NA,852.8281116753501,4.26414055837675,21.037454,105.784927
1090,30.18,60.36,49.76,49.76,700.703269291232,3.50351634645616,21.14768475,105.9158227
1091,NA,NA,NA,NA,726.3148068067085,3.6315740340335423,21.1315376994108,105.778015368578
1037,NA,NA,NA,NA,NA,NA,21.05226,105.8117
1038,NA,NA,NA,NA,503.26916169307157,2.516345808465358,21.00257,105.84653
1039,16.87,33.74,28.0,28.0,596.6839637109573,2.9834198185547867,21.00764015,105.80453388
1040,NA,NA,NA,NA,NA,NA,21.01318005,105.86081255
1041,NA,NA,NA,NA,NA,NA,20.99603,105.84455
1043,6.03,12.06,34.44,34.44,530.84612623605,2.6542306311802504,21.04169108,105.80900309
1044,24.06,48.12,39.51,39.51,671.9392116042691,3.3596960580213455,21.0822951059501,105.773392865282
1045,NA,NA,NA,NA,538.9681637675758,2.694840818837879,21.02431735,105.82139752
1046,11.67,23.34,19.45,19.45,595.9992067566196,2.9799960337830984,21.03793057,105.78543088
1047,NA,NA,NA,NA,NA,NA,21.03281213,105.81257742
1051,26.36,52.72,44.44,44.44,646.5346208538032,3.2326731042690158,20.9313357,105.79145879
1053,NA,NA,NA,NA,NA,NA,21.01489,105.79834
